1005_3,114.42047340379072,21.4,75,20,9,4,2,2,3,0,0,0,214,1234,1,211,0,0,2,7,35,35,43,33,17,12,11,9,3,4,4,0,0,0,0,0,0,0,1,119,14,35,32,107,18,16,53,76,6,6,45,39,52,57,28,5,62,72,88,28,9,13,1,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,1,0,0,0,1,0,0,4,0,21,8,1,2,0,0,0,4,0,0,9,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,9,6,1,0,0,0,0,1,0,0,0,0,0,76,0,1,0,0,9,0,25,0,0,14,1,0,0,0,0,2,4,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,6,0,0,9,12,0,3,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007_1,79.22942347523578,24.77777777777778,114,20,5,3,2,2,0,1,0,0,223,1284,1,217,0,0,5,9,45,34,39,23,18,13,20,11,3,5,2,0,0,0,0,0,0,0,1,88,19,32,33,136,23,30,46,74,4,8,39,32,73,68,20,1,69,77,94,22,8,20,3,11,1,1,1,1,0,1,0,0,0,0,0,4,5,0,11,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,1,2,0,0,1,0,0,0,0,0,2,0,12,4,0,2,0,0,0,2,0,0,7,13,2,0,7,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,74,0,1,0,0,23,0,10,0,0,6,1,0,0,0,0,1,7,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,25,10,1,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,15,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021_2,91.92760700948004,23.6,68,11,5,0,1,0,0,1,0,0,118,725,1,115,0,0,2,3,17,27,14,11,11,7,13,7,2,2,1,1,1,0,0,0,0,0,1,65,7,22,31,69,13,19,34,41,2,7,21,16,35,38,9,0,46,29,39,18,8,11,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,2,0,0,0,0,0,0,5,1,14,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,1,0,0,0,1,0,3,0,0,0,0,0,41,0,1,0,0,3,0,5,0,0,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021_3,68.0352834144219,31.8,103,11,4,3,0,0,0,0,0,1,159,980,1,155,0,0,3,0,17,32,24,29,18,14,13,6,3,0,1,0,0,0,1,0,0,0,1,78,7,19,29,84,20,16,41,59,2,10,25,31,62,57,28,1,49,55,55,24,5,17,0,11,2,1,1,2,0,0,0,0,0,0,0,6,0,0,11,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,3,0,0,0,1,0,0,6,0,18,4,0,1,0,0,0,0,0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,3,1,2,0,0,0,0,3,0,0,0,0,0,59,0,0,0,0,14,0,9,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,0,5,10,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023_1,97.97732380495442,22.11111111111111,107,17,3,4,1,1,0,1,0,0,199,1189,1,198,0,0,0,5,34,41,28,29,11,18,9,9,5,5,3,1,0,0,0,0,0,0,1,79,12,26,29,114,15,25,49,64,1,10,41,23,74,87,30,0,51,62,81,32,8,26,1,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,0,1,2,1,1,0,1,0,0,2,0,14,5,0,0,0,0,0,2,0,0,10,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,17,0,0,0,2,1,0,0,0,0,0,1,0,2,1,0,0,64,0,0,0,0,16,0,11,0,0,9,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,0,8,0,0,16,2,0,4,1,0,0,1,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1005_2,93.19526627218934,16.25,117,15,9,2,4,1,2,1,1,1,260,1546,1,259,0,0,0,4,46,55,29,35,24,20,15,14,9,4,4,0,0,0,0,0,0,0,1,128,20,53,47,129,33,33,52,102,3,5,56,22,97,99,23,1,81,87,105,48,12,10,2,15,1,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,2,0,0,0,1,0,1,2,0,36,13,0,2,0,0,0,2,0,0,7,8,0,0,10,1,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,23,0,0,0,10,8,0,0,0,0,0,2,0,0,0,0,0,102,0,4,0,0,23,0,17,0,0,18,2,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,12,1,0,14,17,0,2,1,1,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1003_4,85.338305425078,22.266666666666666,194,15,4,2,2,1,2,1,1,0,334,2050,1,321,0,0,12,8,50,59,47,46,33,33,26,9,10,4,2,1,5,0,0,0,0,0,1,158,20,65,81,134,33,30,70,150,6,10,54,44,148,127,31,2,102,97,140,77,11,22,0,28,0,7,5,1,4,0,3,2,1,2,3,16,0,0,20,1,0,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1,0,0,0,0,2,0,0,1,1,0,0,5,0,38,14,0,1,0,0,0,1,0,0,6,17,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,24,0,0,0,4,2,0,0,0,0,0,6,0,0,0,0,0,150,0,4,0,0,41,0,13,0,0,12,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4,1,0,6,0,0,22,14,0,2,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1001_4,66.91074359298068,59.333333333333336,91,22,5,1,2,1,0,1,0,0,178,1080,1,174,0,0,3,6,27,30,31,21,21,15,7,9,4,5,1,0,0,0,0,0,0,0,1,85,11,20,33,83,13,28,46,66,1,3,43,16,56,65,26,1,49,61,80,18,11,20,0,16,0,0,0,0,0,0,0,0,0,0,0,23,2,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,5,0,0,0,1,0,0,3,0,21,10,1,2,0,0,0,2,0,0,3,15,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,21,1,4,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,0,10,7,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,3,3,0,13,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
advTest05,87.0498947061154,21.9,195,16,11,3,5,5,3,1,0,2,438,2611,1,435,0,0,2,8,71,93,51,64,45,28,27,24,14,6,3,2,1,0,0,0,0,0,1,236,39,91,74,240,51,44,97,155,4,18,96,51,145,140,46,4,130,157,165,67,19,23,4,34,1,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,3,0,1,0,1,0,1,5,0,53,22,0,3,0,0,0,4,0,0,19,21,2,1,16,1,0,1,0,0,0,0,0,0,0,0,7,3,1,9,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,44,0,0,0,18,14,2,0,0,0,0,4,0,0,0,0,0,155,0,6,0,0,33,0,36,0,0,16,3,0,0,0,0,3,9,0,1,0,0,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1,13,2,0,22,27,0,6,1,3,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,2,1,0,0,3,3,0,29,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
1023_3,108.38063035865234,26.0,159,30,7,8,1,0,1,1,1,0,364,2241,1,361,0,0,2,11,71,52,42,38,35,37,29,28,11,5,3,1,0,0,0,0,0,0,1,140,24,79,65,241,31,30,88,156,3,13,67,32,147,132,38,1,107,123,172,39,36,31,8,24,1,1,1,1,0,1,0,0,0,1,1,14,1,0,15,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,140,2,2,0,1,0,3,0,0,0,1,0,0,8,0,23,6,1,3,0,0,0,1,0,0,7,20,1,0,5,0,0,0,0,0,0,2,0,0,0,2,0,4,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,53,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,156,0,3,0,0,44,0,21,0,0,7,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,11,0,0,34,13,0,1,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,46,8,0,1,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0,0,0,8,0,0,1,0,0,0,3,0,0,0,5,0,0,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
